Mem usage,CPU%
145647206,0.03
145647206,0.03
145647206,0.61
145647206,0.61
145647206,0.64
145647206,0.64
145647206,0.54
145647206,0.54
145647206,0.48
145647206,0.48
160746700,36.44
160746700,36.44
160746700,81.4
160746700,81.4
160746700,83.19
160746700,83.19
162948710,98.62
162948710,98.62
162948710,76.92
162948710,76.92
162948710,86.07
162948710,86.07
162948710,78.59
162948710,78.59
162948710,96.92
162948710,96.92
163053568,75.75
163053568,75.75
162948710,80.55
162948710,80.55
170498457,80.39
170498457,80.39
170498457,72.84
170498457,72.84
170498457,78.59
170498457,78.59
170603315,80.55
170603315,80.55
170498457,74.81
170498457,74.81
170498457,74.99
170498457,74.99
170603315,80.84
170603315,80.84
170603315,89.37
170603315,89.37
170603315,81.32
170603315,81.32
170603315,85.89
170603315,85.89
171232460,80.07
171232460,80.07
171232460,80.98
171232460,80.98
171232460,79.85
171232460,79.85
171232460,72.51
171232460,72.51
171232460,70.55
171232460,70.55
171232460,71.99
171232460,71.99
171232460,76.1
171232460,76.1
171232460,72.19
171232460,72.19
171232460,75.99
171232460,75.99
168820736,75.41
168820736,75.41
165989580,39.05
165989580,39.05
165989580,0.62
165989580,0.62
165989580,0.59
165989580,0.59
165989580,0.66
165989580,0.66
165989580,0.58
165989580,0.58
165989580,0.6
165989580,0.6
165989580,0.58
165989580,0.58
165989580,0.63
165989580,0.63
165989580,0.55
165989580,0.55
165989580,0.6
165989580,0.6
